content,sentiment,date
ricordate  novax    senza  greenpass  vaccino  tampone  aver avuto il  covid     non potete entrare al ristorante  bar  teatro  eventi  cinema  mezzi pubblici    etc   o dove sarà ammesso  in appositi spazi   praticamente come già avviene per i fumatori    greenpassobbligatorio ,1,07-15-2021
gentili ristoratori contrari al green pass fateci sapere quali siete così possiamo evitare di entrare da voi,1,07-13-2021
si brinda al green pass obbligatorio ,1,07-15-2021
le mascherine si vedono giusto in qualche supermercato ma sui social tutti responsabili e  vaccinati    vaccino  mascherine  greenpass,0,07-04-2021
ma io sono favorevole al green pass al   ma cazzo mi volete chiamare per il vaccino  è più di un mese che mi sono registrata appena sono state aperte le prenotazioni e ancora niente  come al solito qui non funziona mai una minchia,1,07-14-2021
tanto lo sappiamo che il  greenpass farà la fine di  immuni ,0,07-14-2021
adoro il fatto che con   greenpass obbligatorio  tutti i novax andranno a vaccinarsi proprio come in francia ,1,07-14-2021
se in si vuole rendere obbligatoria la vaccinazione  che potrebbe creare reazione violente  si aggiri l ostacolo in altro modo  senza green pass non si entra in quasi alcun luogo pubblico  e poi vediamo cosa fanno i cazzoni no vax,1,07-07-2021
il  greenpass è una cagata pazzesca   greenpass,-1,07-14-2021
ok il  greenpass  ma se siete poveri  dove cazzo volete andare ,1,07-14-2021
no al green pass vaccinale di nessun tipo    nogreenpass ,-1,07-15-2021
cè una cosa non riesco a capire  tanti sono contro il  greenpass  allora perché vi siete vaccinati  la certezza di dimostrare che avete fatto è un problema ,0,07-14-2021
se i soggetti vaccinati possono contrarre e trasmettere il virus  ma hanno sintomi molto più lievi  sarebbe bastato vaccinare i soggetti a rischio  è come vaccinare per la rabbia soggetti che probabilmente non se la prenderanno mai o che comunque non ci muoiono   greenpass,0,07-14-2021
immagino che se si dovesse introdurre l obbligo del  greenpass per poter accedere a determinati luoghi  questo verrebbe esteso anche a chi in quei luoghi ci lavora    obbligovaccinale,0,07-15-2021
vi dico molto serenamente che io non faccio distinzioni perché chi non vuole il greenpass per me può direttamente crepare e se le devono fare loro le restrizioni visto che non sanno stare tra le persone,1,07-14-2021
se sono completamente vaccinato da  mesi e rientro in italia dall estero  oltre a dplf e green pass devo fare altro  è ancora necessario il tampone nelle  ore precedenti   covid  greenpass  dplf  aiuto,0,07-11-2021
felice di averlo   greenpass,1,07-14-2021
adesso è il  greenpass  se passasse in un prossimo futuro bisognerà mostrare il tesserino sanitario al datore di lavoro prima di un assunzione poi ci saranno test appositi per scovare l omofobia latente e infine la lettera scarlatta obbligatoria per i dissidenti  la cina è vicina,-1,07-14-2021
ho scaricato il green pass  so  soddisfazioni  greenpass  covid  vaccini,1,07-04-2021
confermo    il green  pass    e   una cagata  pazzesca            la medaglia che mozzarello appiccica  a tutti  i   baveri  delle giacche   ,-1,07-14-2021
semplicemente sono a letto morta non riesco a muovere molte parti del corpo ma almeno a breve mi arriverà il green pass,1,07-10-2021
questo encefalitico essendo ritardato le notizie gli arrivano dopo  il greenpass non solo è illegittimo ma non vale da nessuna parte  spero che il vaccino se lo porti xchè in italia c è bisogno di aria sana ,-1,07-04-2021
rt   obbligo vaccinale o  greenpass  il parere degli esperti sul modello della francia di  macron … ,0,07-14-2021
abbiamo vaccinato con prime dosi milioni di italiani non mi sembra che i novax siano così rilevanti…per questo ben venga il greenpass perché in questa situazione balorda non abbiamo chance alla vaccinazione…è semplice eppure c è qualcuno che non ci arriva o finge… ,1,07-14-2021
io vorrei che qualche ristoratore e qualche negoziante mettesse la scritta aperto solo con il  greenpass  sarebbero i miei negozi di riferimento   che bello andare al ristorante  al bar  in panetteria  al cinema  allo stadio senza guardarsi con sospetto gli uni con gli altri,1,07-15-2021
invece è l esatto contrario   con il green pass non avrebbero più l ansia di prossime chiusure o restrizioni  quindi programmare il loro lavoro ,1,07-14-2021
questo obbligo di green pass per accedere alla vita sociale che ricorda la cara e vecchia stella gialla  per i difensori della costituzione più bella del mondo è in arrivo il cortocircuito ideologico nr    nogreenpass,-1,07-14-2021
finalmente è possibile viaggiare tra regioni con il green pass  ma ricordate  se venite in sicilia e vi prendete le scrumble eggs a colazione siete esiliati a vita   imenjane,1,07-05-2021
io me lo immagino il barista all ingresso chiedere il  greenpass ad ogni cliente per un caffè  obbligovaccinale,-1,07-13-2021
chiacchiera davanti al centro vaccinale  molto giovane  maglia dell italia  prima dose pfizer   non credo nel vaccino     dittatura sanitaria     libertà violata     peró lo faccio per avere sempre il green pass senza rotture di palle   ecco perchè il green pass è una gran cosa,1,07-12-2021
da oggi si entra solo con il  greenpass era tutto previsto  obbligo vaccinale in corso   ,-1,07-15-2021
mangio bene a casa mia   greenpass ,-1,07-13-2021
non pensavo che i novax fossero talmente stronzi da paragonarsi agli ebrei durante le leggi razziali solo perché non lo faranno entrare senza vaccino    io sempre più sorpreso da questi ignoranti   greenpassobbligatorio  greenpass  obbligovaccinale ,1,07-15-2021
obbligo green pass per entrare nei locali   intanto obbligo sto cazzo   punto primo  punto secondo  il vostro  lasciapassarenazista ficcatevelo in culo senza vasella  punto terzo  per me chi richiede il lascia passare discriminando può chiudere bottega    iononentro,-1,07-14-2021
ma a voi a sta cosa del green pass per andare al bar di paese dalla pina  o al ristorante da beppe ci credete veramente   non so ma se ci pensate bene fa un po  ridere no  ,0,07-15-2021
ora basta  state esagerando  il tso dovete farvelo voi  io non mi vaccino  per scelta mia  sto attenta  metto la mascherina  non frequento locali affollati  mi avete rotto    green pass  l ipotesi di obbligo per i trasporti  gelmini   non si perda tempo     ,-1,07-15-2021
se si vuole accedere a ristoranti   caffè  musei  trasporti di lunga   percorrenza come treni e aerei    partecipare ad eventi come concerti   ed entrare negli stadi   devi   avere il  greenpass o stai  fuori   e non rompete il  c a z z o   sileri  macron  obbligovaccinale,1,07-14-2021
seconda dose fatta  green pass sei mio ,1,07-01-2021
mi fa ridere la gente che va alla cresima o al matrimonio col greenpass e lo porge fiero e nel giusto al titolare del ristorante che guarda e scruta  ma va a mpastà lì lasagne va   roba da matti l italia  greenpass  italia,-1,07-10-2021
tanto ora ti faranno fa le vacanze solo con il green pass,0,07-15-2021
il greenpass finirà di affossare i pubblici esercizi ,-1,07-14-2021
in pandemia rendere obbligatorio il  greenpass per certe cose o fatti è più che giusto se l alternativa è un alto contagio di persone e il  lookdown  non esiste la libertà di infettare gli altri ,1,07-15-2021
sono a favore dell obbligo di green pass per accedere a ristoranti   discoteche  teatri   trasporti pubblici ecc   dopotutto non vaccinarsi ha conseguenze che non possono essere accollate da tutta la comunità  se non ti vaccini é una scelta tua  le conseguenze saranno per te ,1,07-14-2021
per quanto mi riguarda il futuro cartello  qui si entra solo col  greenpass  che verrà appeso in tantissimi ristoranti e bar non ha alcuna differenza con il vecchio e famoso cartello del   qui entrano solo gli ariani  ,-1,07-14-2021
da notare come molte persone  che stanno esprimendo la loro contrarietà al  greenpass   perché sostengono di essere favorevoli a un informazione corretta  al convincimento etc non abbiano mai detto nulla a favore dell efficacia e della sicurezza dei vaccini  curioso,0,07-14-2021
ma come viene in mente alla gente di paragonare l olocausto e la discriminazione contro gli ebrei con l obbligo del green pass   ,0,07-15-2021
e piantatela un po  con sta storia  ma lo capite che esiste una pandemia  oppure pensate che sia stato solo un gioco  proteggere se stessi e gli altri non dovrebbe essere scritto da nessuna parte   fa parte di un comune senso sociale e civico che dovremmo avere tutti  greenpass,1,07-14-2021
vaccino obbligatorio  ok  però prima obbligatorio che la sanità pubblica smetta di essere un azienda che tratta i pazienti come dei clienti e che sparisca l intramoenia  che si torni a investire sulla ricerca  sull istruzione  sulle periferie e sui giovani  poi vediamo  greenpass,1,07-15-2021
ma se uno per motivi di salute non ha il green pass  viene escluso dalla vita sociale ed emarginati  ,0,07-14-2021
se  come affermato da piú parti  l essere vaccinati non esclude la possibilitá di essere contagiato e di contagiare a sua volta bensí ad evitare malattie gravi e decessi  peraltro condizioni importantissime  a che serve il  greenpass  ,0,07-05-2021
volete percentuali bulgare di  vaccinati  togliete le cazzo di  restrizioni a chi a completato il ciclo     greenpass,1,07-14-2021
comunque devo ammettere di leggere con un certo distacco le notizie riguardanti il futuro utilizzo del green pass   non perché non sia importante  anzi   ma soltanto perché io ormai ce l ho   troppo narcisista  eh   ,0,07-14-2021
al  greenpass bisogna dire no a prescindere da cosa si pensi di virus e vaccini  altrimenti si spalanca la porta alla società del controllo  fine del mondo come lo conosciamo  nulla sarà più come prima  no   ce lo ripetono da mesi  mai cedere sui principi ,-1,07-13-2021
non vedo l ora di andare tutte le mattine a fare il tampone prima di prendere il caffè      greenpass  greenpassobbligatorio  obbligovaccinale  luglio  macron,-1,07-15-2021
 greenpass e  greenpassobbligatorio  no grazie  non ci piace il dubbio da  nessunacorrelazione  siamo per il metodo scientifico  la  scienza vera  ripetibile  certa   italia  vaccino  vaccini  governo  pd  ms  fascismo  nazi ,-1,07-14-2021
e anche oggi il  greenpass arriva domani  giusto  e   ,0,07-01-2021
in punto di diritto  il cosiddetto grëën pãss non è costituzionale  non può essere richiesto durante gli spostamenti e non è obbligatorio  se  poi  voi vi comportate come se lo fosse  è solo e soltanto un problema vostro  punto  ,-1,07-03-2021
io ho smesso di parlare di politica e religione con laqualunque anni fa  adesso ho aggiunto i vaccini alla breve lista    greenpass,0,07-15-2021
siamo italiani   ci devono toccare nel portafoglio  non sei vaccinato  no bar  no ristorante  no stadio e se ti avvicini    multa    luglio  greenpass  rai  zonabianca,1,07-14-2021
vorrei lanciare la campagna  askmegreenpass  caro ristoratore  artista  albergatore  ecc   chiedimi il  greenpass  se gli dai valore ti premio  ,1,07-15-2021
devo essere sincero  ricevere il green pass  h dopo aver fatto la seconda dose dà un bellissimo senso di libertà    libertà  greenpass  vaccini  pfizervaccine  covid,1,07-09-2021
 tutti  i cittadini hanno pari dignità sociale e sono eguali davanti alla legge  senza distinzione di sesso  di razza  di lingua  di religione  di opinioni politiche  di condizioni personali e sociali     il green pass non funzionà neanche se gli metteranno le rotelle,-1,07-13-2021
non so voi  ma io mi sento più libera oggi di quando mi hanno rilasciato per la prima volta il passaporto  greenpass  covid  covidfree  vaccinationcovid ,1,07-15-2021
no bassetti  sta dicendo che con il  greenpass si potranno azzerare le distanze quando anche i vaccinati possono riprendere il covid ed essere contagiosi  ma che senso ha   estateindiretta,0,07-14-2021
  i politici che difendono novax  con la scusa green pass per andare ovunque è contro la libertà personale  sono come i giornaletti a nascondino,0,07-14-2021
severo ma molto giusto    cari  novax vaccinatevi    greenpass   greenpassobbligatorio ,1,07-15-2021
comunque io sono d accordo con il green pass  e ho letto tante lamentele a proposito degli immunodepressi quando il vaccino ce lo facciamo anche per tutelare loro imho  quindi è ovvio che avranno un green pass differito le persone che non possono vaccinarsi,1,07-15-2021
i  vaccinati non sono immuni  vedi  uk e  israele  possono diffondere  virus e soprattutto  varianti da loro stessi generate  farli girare liberamente il  greenpass è una follia  fermate le vaccinazioni o sarà un disastro  ,-1,07-05-2021
il green pass ora è una cazzata  io non ho fatto il vaccino perché non sono riuscita a trovare posto prima del  luglio non perché non voglio  scemi,-1,07-14-2021
sono contrario all  obbligovaccinale  ma solo perché voglio sbattere in faccia ai novax il green pass e tutte le attività che potrò fare mentre loro staranno a casa a piangere ,1,07-13-2021
se dopo sto casino per il green pass poi non verrà usato in autunno anche per i concerti al chiuso è la volta buona che faccio un casino oppure mi trasferisco in danimarca che si stava meglio,0,07-03-2021
idioti  non ci vuole un cervello da scienziato per comprendere che il green pass avrebbe senso soltanto se avessimo un vaccino che impedisse il contagio e la diffusione virare  ad oggi per detta dei produttori questi vaccini non impediscono il contagio e la trasmissione virale ,-1,07-14-2021
è il primo passo per la cancellazione di latte libertà  a quando green pass per votare  uscire di casa o che ne so  avere un conto corrente  ,-1,07-14-2021
hanno fallito  figliuolo come macron  green pass per andare al bar  ristoranti  centri commerciali     ,-1,07-13-2021
condividerei la scelta di mettere il green pass obbligatorio per entrare in determinati luoghi ma farei una distinzione tra chi ha avuto la chance di vaccinarsi e ha scelto di non farlo e chi invece sta aspettando il suo turno con impazienza,1,07-15-2021
no vaccino  no  greenpass  no greenpass  stai a casa   greenpassobbligatorio,1,07-14-2021
si sono vaccinati milioni di italiani  e se ne vaccineranno altri milioni   decine di  migliaia hanno avuto effetti avversi più o meno seri  come sarà possibile dirgli che per molti di loro è stato inutile  faranno di tutto per non doverglielo dire   greenpass,-1,07-15-2021
fatto seconda dose di  vaccino  pfizer e  greenpass  covid arrivato nel giro di  ore su  ioapp    vaccinarsi è un gesto d amore per chi ci sta vicino e un atto di senso civico per proteggere la comunità e le persone più deboli ,1,07-09-2021
favorevole a estensione del  greenpass per il ritorno alla normalità di tutte le attività  scuola  luoghi di lavoro  occasioni ludiche e di svago   non si possono invocare riaperture indiscriminate senza un richiamo a responsabilità individuale che riverbera su salute collettiva  ,1,07-14-2021
comunque ottima idea quella del  greenpass però sarebbe da ampliare ovvero va fornito il green pass anche a coloro che si sono prenotati per il vaccino ma essendo di categorie ultime  come i giovani  saranno vaccinati ad agosto se non a settembre  se no è ingiusto,1,07-14-2021
ma il  greenpass per andare a lavoro no  sarebbe il top   e forse qualcuno si sveglierà    novax  provax  obbligovaccinale,1,07-15-2021
il  greenpass per ritornare a fare vita sociale è giustissimo  perché mai io e un  novax dovremmo avere gli stessi diritti e le stesse possibilità ,1,07-13-2021
io mi sono vaccinato ma sono contro l obbligo e le limitazioni alla libertà individuale   greenpass,-1,07-14-2021
se metteranno il green pass per ogni dove  quello è il momento che mi rinchiudo a casa a scrivere ,-1,07-14-2021
io vorrei il green pass richiesto pure per il diritto di rimanere in vita,1,07-14-2021
mia zia è ricoverata in ospedale  per andarla a trovare tampone o green pass  intanto l infermiera che la cura è no vax    obbligovaccinale,0,07-14-2021
io ho iniziato a vedere le file ai supermercati  trovo profondamente ingiusto far stare in fila chi ha il  greenpass  pd  draghi  vaccinationcovid  covid,0,07-13-2021
ho appena scoperto che il green pass già lo avevo  dovevo solo scaricare l app  buongionissimo a me    ,0,07-15-2021
la svolta del governo   greenpass esteso sul modello  macron o vaccini obbligatori è giusto   salviniportasfiga è contrario perciò è giusto  ,0,07-15-2021
per quanto mi riguarda  se per un caffè di  minuti al bar bisogna preventivamente provvedere a mascherine  igienizzante  fare file  per entrare e  da ultime proposte  anche avere  greenpass o tampone negativo  i bar possono anche smettere di vendere caffè   vaccinicovid  macron,-1,07-14-2021
altro che  greenpass    che non fa altro che limitare la libertà individuale e discriminare tra vaccinati e non vaccinati    nel frattempo alla salute si destina pochissimo  criminali  ,-1,07-14-2021
perché mi è arrivato il messaggio di richiedere il green pass se devo ancora fare la seconda dose ,0,07-03-2021
ai  novax e alle tante  che citano la costituzione e che ce l hanno con il  greenpassobbligatorio consiglio di ripassare gli articoli  e   nello stesso tempo suggerirei al governo di applicare fino in fondo l articolo   per disposizione di legge  greenpass ,0,07-15-2021
che senso ha mandare in isolamento fiduciario anche le persone già vaccinate e dotate di  greenpass   pescara ,0,07-14-2021
no alla dittatura del  greenpass ,-1,07-14-2021
se alla gente venisse impedito di tifare allo stadio senza green pass  saremmo vaccinati tutti entro pochi giorni   obbligovaccinale,0,07-13-2021
io non lo voglio il green pass voglio che mi rinchiudano in casa così posso continuare a seguire scuola da casa e prendere la cassa integrazione,-1,07-14-2021
da piccolo mi è stato insegnato che la mia libertà termina lì dove inizia la libertà degli altri   greenpass subito,1,07-14-2021
qua sono l unica cogliona che si è vaccinata  non è giusto    immediatamente obbligo in ytalia  greenpass,1,07-14-2021
da oggi attivo il green pass invito chiunque a non abboccare è un inutile strumento di controllo che  se funzionasse non farebbe altro che discriminare mentre i più credono di ottenere rispetto e diritti inginocchiandosi ubbidendo e tacendo io scelgo ancora di morire in piedi,-1,07-01-2021
il green pass obbligatorio grande vittoria sui parassiti sociali che non si vaccinano perché  tanto si vaccinano gli altri  ,1,07-15-2021
in italia come in francia  al ristorante solo col  greenpass   ,1,07-13-2021
fascistelle  amp  co che parlano di autoritarismo  e niente  fa già ridere così  si al  greenpass subito  luglio ,1,07-14-2021
al  greenpass alla  francese preferisco il  frenchkiss  ,-1,07-15-2021
evvaiiii con il green pass obbligatorio anche in italia ,1,07-13-2021
anche la grecia annuncia green pass al ristorante,0,07-14-2021
non so a voi ma a me  questa cosa del green pass  mi mette ansia ,-1,07-14-2021
ma quale  greenpass  ,-1,07-15-2021
in francia macron ha annunciato che il  greenpass  che testimonia l avvenuta vaccinazione  sarà indispensabile per accedere a luoghi ed eventi pubblici  in italia l idea piace al ministero ed al commissario figliuolo,0,07-13-2021
un diritto non è una gentile concessione revocabile a comando  magari con il ricatto infame del green pass  è  invece  una conquista che nessuno può toglierci e che  all occorrenza deve essere difesa in ogni modo ,-1,07-14-2021
oggi userò con mia soddisfazione il green pass ,1,07-10-2021
la penso come figliuolo  green pass o non entri al ristorante  ,1,07-14-2021
io comunque il green pass lo applicherei anche alle cabine elettorali  non si sa mai   greenpassobbligatorio,1,07-15-2021
certo che anche chi sostiene che in italia non si possa mettere l obbligo di green pass perché nessuno lo rispetterebbe o non si riuscirebbe a farlo rispettare irrita non poco    greenpass,0,07-14-2021
il green pass non è solo necessario ma dovrebbe anche obbligatorio per fare gran parte delle cose che prevedono rischi e assembramenti,1,07-14-2021
si parla tanto di green pass e di vaccinazione   la vaccinazione deve restare volontaria ma se non si può accedere a determinati luoghi di aggregazione il green pass non può essere contestato   in democrazia credo sia corretto   o no  ,1,07-15-2021
questa volta sono d accordo con bassetti  e se non si arriva all obbligo vaccinale che almeno questo sia previsto per alcune categorie di lavoratori  e green pass obbligatorio quindi senza vaccini si fa il tampone a pagamento tutte le volte che serve  obbligovaccinale,1,07-13-2021
giro con il green pass nel portafogli  come se fosse un documento personale  tanto quanto la carta d identità  la patente  il documento che attesta il mio desiderio di donare gli organi  tutti documenti che mi permettono di essere una persona civile che sa vivere in società ,1,07-13-2021
 staseraitalia  greenpass   ricatto  cioè se non fai il vaccino limitano i nostri diritti   infami pezzi di merda,-1,07-14-2021
ma allora a cosa serve il green pass   ,0,07-15-2021
il  greenpass obbligatorio e  una porcata pazzesca e non sono neanche sicuro che sia costituzionale  se proprio volete che la gente si vaccini togliete lo scudo penale e rendete obbligatorio i vaccini anti covid,-1,07-14-2021
green pass obbligatorio  meglio il servizio di leva ,-1,07-14-2021
ma io dico  greenpass subitissimo  con il vostro egoismo non mi rovinerete un altro anno,1,07-14-2021
 luglio buongiorno a tutti  ma che giornata fresca abbiamo al nord  vero    mi unisco alle tendenze    greenpassobbligatorio e  nonsonodaccordo   per dire che il  greenpass e  una grande stronzata   e scusate se urlo   quanti soldi perderete per causa  del  greenpass   ahi ahi ,-1,07-15-2021
libertà di scelta per il vaccino  no al  greenpass o passaporto vaccinale  no all obbligo vaccinale   firmiamo la petizione   via ,-1,07-05-2021
puoi inventarti tutti i green pass che vuoi  non c è la legge che obbliga al vaccino e tutte le presunte violazioni cadranno sotto la scure della giurisprudenza  ridicoli  vaccino,-1,07-14-2021
ma il  greenpass per andare al cinema in italia  ma siete fuori    ,-1,07-15-2021
prevedere il green pass per accedere a bar e ristoranti  come ha deciso di fare la francia …  italia  costituzione  ristoranti ,0,07-13-2021
son d accordo   greenpass  ,1,07-14-2021
la meloni si rende conto che la maggior parte dei suoi elettori  proprio perché ama la libertà  è a favore del green pass vaccinale per riappropriarsi della propria vita ,0,07-15-2021
lo sapevo che sarebbe annata a finì così  variantedelta  greenpass ,0,07-14-2021
il  governo invece di pensare al  greenpass pensi ad applicare la costituzione e dia lavoro a tutti i cittadini italiani  whirpoolnapoli   art  l italia è una repubblica democratica  fondata sul lavoro  ,-1,07-14-2021
ma tipo  se mettessimo  greenpass obbligatorio per i politici  e i membri degli staff  che entrano in parlamento e senato ,0,07-14-2021
 greenpass per ristoranti   treni e  aerei e attività pubbliche in  francia   decisione forte di  macron che incentiva un accelerazione delle  vaccinazioni   incentivi,0,07-13-2021
 volevo solo informarla che in tutti gli aeroporti italiani non si effettua  nessun controllo del green pass,0,07-07-2021
 luglio il mio  greenpass appena scaricato non solo a me anche ai miei genitori esce cosi al posto del pdf  italia  muortorefame  ,0,07-03-2021
lei dice che il green pass è liberticida  però non mi sembra che si sconvolga quando un attività o una persona si rifiuta di offrire un servizio ad una minoranza  persona di colore  queer  disabile  con il pretesto della religione o della patria  mi sbaglio   ,0,07-13-2021
stanotte ho avuto un incubo  quelli senza   greenpass erano tutti braccati   c erano in giro milizie armate  sono scappata con molti altri ma non sapevamo più dove nasconderci  droni in perlustrazione dappertutto  delatori e soldati che volevano chiuderci in dei campi   ,0,07-14-2021
 greenpassobbligatorio auspicabile ma poco applicabile a breve per   indisponibilità  vaccini per tutti e non gratuità  tamponi che generano discriminazioni difficoltà controlli adeguati assenza  obbligovaccinale per chi svolge mansioni a contatto col pubblico  greenpass,0,07-15-2021
mi permetto di suggerire un rapido ripasso della costituzione italiana  ove non sta scritto da nessuna parte che i diritti fondamentali debbano essere mediati dalla accettazione di un green pass o pass vaccinale che dir si voglia  ,0,07-15-2021
se siete dei vaccinisti fanatici  se siete favorevoli al green pass per andare al bar o al ristorante  fatemi un favore  bloccatemi  mi sono stancato di bloccarvi leggendo i commenti sotto alcuni tweet  se mi bloccate voi facciamo prima  grazie ,-1,07-15-2021
la mia libertà finisce dove comincia la vostra  è senso di responsabilità  è senso civico    greenpass ,0,07-13-2021
ieri il sottosegretario allo  sport  vezzali era impegnata con i festeggiamenti  oggi si potrebbe occupare del green pass per gli stadi  per consentire di far partire le campagne abbonamenti e riaprire gli stadi per chi è vaccinato ,1,07-13-2021
 obbligovaccinale per bar  ristoranti  trasporto urbano non è possibile  non sarà applicato né in francia né altrove  per aerei  treni av  spettacoli e grandi eventi invece è fattibile   greenpass,0,07-13-2021
 greenpassobbligatorio avessi sentito un  novax lamentarsi per non poter più accedere ad una biblioteca   luglio  greenpass  macron  francia  vaccinicovid  vaccinocovid  vaccinianticovid  covid  coronavirus  buonaserata  ventaglidiparole  giovedì  thursdayvibes,0,07-15-2021
ma serve l obbligo  io ero rimasto al fatto che mancavano le dosi e che i tempi erano lunghi per le prenotazioni  greenpass  obbligovaccinale,0,07-14-2021
hanno fallito  figliuolo come macron  green pass per andare al bar  rist     via ,-1,07-13-2021
ho come il sospetto che questa attenzione mediatica ossessiva sul green pass serva a nascondere qualche nefandezza che si sta perpetrando a nostro danno in ue ,0,07-15-2021
consenso informato   autorizzazione condizionata   green pass  nel mio ultimo articolo il parere dell avvocato olga milanese ,0,07-13-2021
premesso che sono vaccinato e favorevole al greenpass  ho la nettissima sensazione che il governo  complice la stampa  amica a prescindere   usi la minaccia del vaccino obbligatorio per fare accettare l idea del  greenpassobbligatorio per cinema  bar  ristoranti  ecc ,1,07-15-2021
 secondo me se in italia mettiamo il green pass obbligatorio per entrare nello stadio   otteniamo un effetto analogo a quello avuto in francia   che ne pensa    greenpassobbligatorio  obbligovaccinale,0,07-15-2021
il  greenpass è una dittatura   chiamiamo le cose col loro nome   ,-1,07-15-2021
questo è un punto di svolta epocale  siamo tornati alle discriminazioni  al  io non posso entrare   ne usciremo  in pochi  ma ne usciremo  il mio  greenpass potete mettervelo su per il culo ,-1,07-13-2021
il centro destra si dia da fare x abolire il green pass    anticostituzionale,-1,07-13-2021
ottimo forse domani salta  blackwidow perché il presidente del trentino ha deciso che serve il green pass o un tampone per andare al cinema  voglio proprio vedere quanti ragazzi  non ancora vaccinati o con una sola dose fatta  tipo me  domani si presenteranno con un tampone di  gt ,0,07-06-2021
ai convinti sostenitori del  greenpass la storia non ha insegnato niente    è giusto che ancora una volta ne subiamo le disastrose conseguenze    macronh,-1,07-13-2021
la proposta di subordinare all esibizione del  greenpass le attività sociali dei cittadini è dettata da un solo fine  costringere le persone a vaccinarsi  non serve a immunizzare  proteggere o salvare nessuno  ma solo a somministrare i prodotti di pfizer  moderna  ecc a tutti ,0,07-14-2021
green pass per il concerto di bianca atzei  il sindaco di arconate insultato dai no vax  leggi su gloo   gloo  ecosistemaonline ,0,07-14-2021
 euro    ucrainainghilterra   domani all  olimpico si applica il green pass  ,0,07-02-2021
seconda dose fatta  voglio il green pass  voglio esercitare la mia superiorità  voglio cagare in testa ai novax ,1,07-14-2021
 vaccini  in  francia un milione di richieste in poche ore dopo l annuncio del green pass per ristoranti e treni ,0,07-13-2021
una società libera e aperta non può e non deve essere soggetta ad alcun  green  pass   far esaltare o far dominare in modo sproporzionale  con forza o imposizione  anche di legge  un diritto rispetto ad un altro è un grave errore  irrispettoso dei diritti stessi   greenpass ,-1,07-14-2021
mi dite quale titolare di attività  si prenderà la briga di rischiare una denuncia per infrazione della legge sulla privacy chiedendo il  greenpass visto che i dati sanitari sono  appunto  tutelati   devi essere pubblico ufficiale per poterlo fare  ,0,07-15-2021
lo stato ricorre a metodi alternativi  come il greenpass obbligatorio  perché comunità scientifica  buon senso e logica non bastano a convincerci   succede il  greenpass perché siamo un branco di bonobi  non perché lo stato è brutto e cattivo ,0,07-15-2021
è giorni che vedo in tendenza robe tipo  greenpass  greenpassobbligatorio e solo gente che se ne lamenta ne parla  e allora dopo un po  ti girano  i documenti sono obbligatori  e questo pure lo lo è punto non vuol dire ancora obbligo vaccinale e poi anche fosse  novax avete rotto,0,07-15-2021
green pass sarebbe fantastico se mi permettessero almeno di vaccinarmi,1,07-15-2021
credo che il greenpass sia una rovina non tanto per chi non vuole farsi il vaccino ma più per i poveri gestori di bar ristoranti cinema etc…,-1,07-15-2021
gente che paga  euro un greenpass al mercato nero ma il vaccino sarebbe gratis  bah,0,07-03-2021
non sono poi così contrario al   greenpass,1,07-14-2021
io metterei anche tamponi a pagamento e cure mediche in caso di contagio a proprie spese  gli italiani sono abituati troppo male con la sanità pubblica  vedi se gli fai uscire i soldi come si vaccinano   greenpass,1,07-14-2021
ma poi come si farebbe rispettare questo  greenpass   chi mi impedisce di usare l account spid di mia madre vaccinata su un ipotetica app  o il qrcode generato dall app di mio nonno   mentire a un cameriere sarà reato  chissà cosa dicono i fini giuristi   ,0,07-15-2021
ma perché mi sono dovuto avvelenare la giornata leggendo le tendenze  cioè mi sono trovato l esponente di un partito di estrema destra che dice  vogliono toglierci la libertà   parlando di green pass  la libertà manco dovete nominarla voi  ,0,07-15-2021
dubbio dubbioso  ma il green pass si ottiene quando hai fatto il vaccino o anche quando hai fatto semplicemente un tampone  no perché lo stanno chiedendo sempre di più e io non ho fatto nemmeno una dose,0,07-15-2021
mi è arrivato il green pass ,0,07-03-2021
niente ti conferma di essere saldamente nell asse ereditario dei tuoi familiari quanto l attivazione di spid appio e conseguente scarico del greenpass per tutti gli over ‘,0,07-13-2021
il modello francese sul green pass è in realtà un modello danese  lo vediamo al  moviolone de   agorarai  luglio ,0,07-15-2021
in grecia due ragazzi buttati in mezzo alla strada perché positivi e non accolti nel centro covid perché non mandati direttamente dalla protezione civile  non hanno dove dormire ne di che mangiare  nemmeno le bestie si trattano così   obbligovaccinale  greenpass,0,07-15-2021
ma questa roba del greenpass fa ridere a questo punto potevano mettere il vaccino obbligatorio sin dall inizio,0,07-15-2021
l esempio francese è una forzatura basta essere responsabili  il  greenpass è visto da alcuni come una forma di limitazione della propria  libertà di scegliere quando  invece  essere vaccinati è l unica via per riappropriarci della nostra completa libertà   vaccinicovid,1,07-15-2021
il vaccino anti covid è inutile come assicurazione di non infettività e di impossibilità di ammalarsi  il green pass attesta solo che lo hai fatto  se poi ha creduto che facendolo non ti saresti contagiato  non avresti infettato e non ti saresti ammalato sono fatti tuoi  ,0,07-12-2021
è esagerato paragonare il green pass alla scritta che mostravano fuori nella nda guerra mondiale   vietato ai non ariani   dalle parti di los angeles non sembrano essere dello stesso parere  songbird  movie   thriller,0,07-15-2021
